@RELATION konu
@ATTRIBUTE text  String
@ATTRIBUTE konu   {fiyat,kargo,urun,ssh,personel,magaza,reklam,websitesi,yok}
@Data
'internet siteleri tamamen bir kandırmacadan ibarettir. eger bu sitede gördüğünüz ürünlerin fiyatları diğer sitelerdeki ürünlere göre cok düşükse anlayın ki bu ürünü bu firma ya hiç getirtmemiştir yada stoklarında yoktur. indirimleri göz boyamak ve sizi mağazaya çekmek için yaparlar. ben artık güvenmiyorum ne yazıkki.',fiyat
'apple marka ürünlerini güney amerika ülkelerinden getiren şirket.',urun
'(bkz: yeşil sermaye)',yok
'afedersiniz 2+1 göt kadar evim bunların dükkanından daha büyük. son gittiğimde 3 tane falan bravia saydım, sanırım vaio yoktu dükkanda. hiç anlamadığım samsung tv leri kullanma dersi de verdim azıcık... şaka gibi bir yer.',urun
'açtığı zilyon tane iğrenç görünümlü site ile google u istila eden, fiyat arama motorlarını domine eden  paralel ithalat ,  grey market  şirketi. yani bu adamlar sattıkları üründe size  garantisi benim hacı bu aletin, bişi olursa bana getir  diyen tüccar amcalardan farksız. (bkz: http://www.sikayetvar.com/…o-detial-0-3066-0-0.html) allah aşkına şuraya bir göz gezdirin, nasıl baştan savma cevaplar. nasıl müşteriyi tehdit eden üslup kullanmalar. 3 vakte kalmaz bu entry i de şikayet ederler zaten.',yok
'bilgisayar, notebook ithalatçısı firma. toshiba notebooku kendi getiriyor mesela ama ne turkiye toshiba garantisi ne de uluslararası garantisi var. tek garanti kendisi. ürünleri piyasaya göre daha ucuz. lakin garantiyi kendisi sağlıyor ve arızalarda sorun çıkarıyormuş. üç kuruş için rezil olmamalı, uzak durmalı. http://www.istanbulbilisim.com.tr/ (bkz: paralel ithalat)',fiyat
'gösterip vermeyen firmadır. teşhirden 1-2 televizyon beğenilir ve sipariş verilmek istenir ama stokta yoktur.',urun
'ben buranın çağrı merkezini aradım efendim. macbook mb466ll modeliyle mb467ll modelini karşılaştırıyordum. ekran kartlarına baktım birinde paylaşımsız birinde paylaşımlı yazıyor. arama sebebim de buydu zaten dedim efendim yanlış yazmışsınız sanırım bunlar aynı sistemi aynı ekran kartını kullanıyor. inceledi haklı buldu beni yanlış yazmışız dedi. şimdi baktım mb466ll modelinde bir değişiklik yok, mb467ll de ise ekran kartının paylaşımlı mı paylaşımsız mı olduğunu geçtim, kaç mb olduğunu bile silmişler. ilginç bir düzeltme mentalitesi.',urun
'allah korudu beni bunlardan. hp samsung ve asus arasında kalmıştım notebook alırken. beğendiğim bir hp vardı, önce onu sordum, stokta yok dediler. sonra samsung u sordum, yine yok dediler. üstelik bu iki ürün de site üzerinden stoklarda görünüyordu. yani güvenip sormadan kredi kartı ile sipariş versem mağdur olacaktım. ben de gittim vatandan asus n50vn aldım, iyi ki de almışım, gayet iyi aramız. çok ucuza satıyorlar yalan yok. ancak stoklarından ürün bulmak zor. alıyorsanız vaio alın, en azından onun  yetkili  satıcısı. toshiba ları resmen kaçak satıyorlar. oradan aldığınız toshibalar amerika malı oluyor. kendileri doğru dürüst teknik servis vermiyorlar onu geçtim. modeller türkiye ye gelenlerle aynı olmadığı için yedek parçada ıkınmanız içten bile değil. aldığınız makineye uluslararası garanti de yok. kaldı ki toshiba nın türkiye de tek ithalatçısı var, o da tnb. sanırım bi ara davalık da oldular, ama sattıkları makine saıyısı 3-4 haneyi geçmediği ve diğer tarafın sattığı cihaz saıyısı 5-6 hanelerde dolandığı için pek peşinde de koşulmadı. sony dışında uzak durulması gerekir velasıl. gidin doğubank tan alın daha iyi. edit: crucio uyardı, vaio da da toshiba daki dümen varmış. yetkili falan değiller yani.',fiyat
'internetteki ilk gözlenimler sonucu iyi sanılan alışveriş merkezidir.internette araştırırsınız,en iyi fiyatı buldugunuz şey bu mağazadadır,sevinirsiniz  lan baya iyiymiş bu fiyata  dersiniz amma velakin o ucuza gösterilen hiç birşey stoklarında yoktur,iyi sandığınız mağazanın iyi olmadığını anlar uyuz olursunuz.istediğiniz şey de ukte olmaya devam eder edit: web sitesi tuzaktır aldanmayın derim ben içimden',fiyat
'bilkom dan farkli bir sekilde imac, macbook ve bilimum apple ürünlerini memlekete sokup satan ve kötü bir destek veren bir firmadir: http://turkmacforum.com/…2.msg108500.html#msg108500',urun
'sonda söyliyeceğimi baştan söyleyeyim: allah belasını versin! nasıl gözlerim bağlanıp aklım tutulduysa, 30-40 milyon daha ucuz diye gittim burdan tv aldım-web sitesinden. tabi sipariş esnasında inceden çakallıklarını gördüm (stokta olmayan ve hiçbir zaman gelmeyecek bir ürünü siteye süper ucuz bir fiyata koymaları. bunla ilgili devamlı şikayetler olduğu için bi yere açıklama koymuşlar ama anlayan beri gelsin: http://www.sikayetvar.com/…3066-0-0-2-486935-.html. bu arada çok şikayet edersen de sana dava açıyorlar, bunu ayrıca yazıcam.) ama bi arkadaşın referansı var neyse dedim aldım. eyvallah kargo ertesi gün evdeydi(istanbul-ankara). ben de kurulum için servisi aradım geldiler(garanti vs için aradım, yoksa allahın düz 32  tvsinin nesini kuracan?). iki tane amca geldiler ben eve gelmeden kurmuşlar, çıkışta elime bi kağıt tutuşturdular 30 tl verecekmişim. kardeşim heryerde kurulum ücretsiz yazıyor, arkadaşım da aldı vermedi bu ne diyorum,   abi 32  olanlar kurulum paralı, üstünde(37-40) değil  diyorlar. lan bunu bi allahın kulu mu söylemez, sipariş esnasında hiçbir yerde yazmaz mı? (zaten kurulum için de kendi kendimize beş bin saat telefonda konuşarak sipariş yaptırdık normalde ib yapması gerekirken). ib yi aradık  bu size bi yerlerde söylenmiştir, zaten sitemizde de yazıyor  diyorlar. bilen gören bana göstersin nerde yazıyormuş. o kadar aramama rağmen bulamadım. kullanıcı sözleşmesinde zaten kurulumla ilgili hiçbirşey yok. madem kayıt altına alıyosunuz konuşmaları, açıklayın bi bakalım neresinde söylenmiş bu dersin ama cevab yok tabi. neyse, ben bu amcalardan 30 tl kurulum parası için bi fatura istedim  yok bizde fatura veremeyiz  dediler. isterseniz yarın size fatura göndeririz ama o zaman paraya kdv de dahil olur diyolar. ben çıldırdım tabi, bunların ilgili müdürleri bir kadınla konuştum telefonda. o da aynısını söylüyor. yani müdür (ya da şef de olabilir) seviyesinde açıkça vergi kaçırıyoruz diyor ib yetkili servisi. amcalar tek yapabileceğimiz servis fişinin üstüne  30 tl alınmıştır  yazmak diyor. yazdılar sağolsunlar. merak ediyorum, daha araştırıcam ib acaba bu nerde yazıyosa artık o 30 tl yi  30 tl alınır  şeklinde mi,  30 tl+kdv  şeklinde mi yazıyorlar. ilki gibiyse yandılar, dur bakalım. velhasıl kelam, pazarda istanbul bilişim risk alınarak (üretici firma garantisiz, tr uyumlu olmayan veya refurbished ürünler almakla ilgili) bir ürün için önemli anlamda ucuzsa (stokta da varsa tabi!) alışveriş yapabileceğiniz bir yer olma stratejisiyle var olan bi yer. bunlara tamam, risk alır alışveriş yaparsın. ama sen müşterine küstahlık yapmaya, dava açmaya,  biz onu biyerlerde söylemişisizdir  gibi abuk subuk ifadelerle hatalarına mazaret üretip çözüm üretmemeye başlarsan, forumlara üye olup hakkında her kötü yorum yazanı başka firma yetkilisi olmakla suçlarsan gün gelir bi yerlerde patlarsın. elbet türkiyede de bigün hukukun üstünlüğü tanınacak, tüketici hakkını korumayı başaracak-gerçi kendim de pek inanamadım bu söylediğime- en azından daha büyük şirketler bu işe girdikçe daha sağlam düzenlemeler isteyecekler, tüketim artacak, bu işler biraz daha düzene girecek vs.. o zamana kadar da ib dahil bütün müşteriyi kek yerine koymaya çalışan firmaların peşinde olacağım. hadi bakalım..',fiyat
'notebook un her yerine garanti etiketi yapıştırıyorlar bu çağda. ram değiştirmek için bile kucaklarına düşmenizi bekliyorlar. getirdikleri ürünlere tam destek veremiyorlar öyle ki tr recovery partition bile yok. geçen bir arkadaşımın pavilion u sorunluydu, recovery ettiğimde inglizce sistem yüklendi, yanında dil paketi olan bi cd vermişler, onunla yamadık. bildiğin boş cd ye çekip vermişler. klavye de orjinal tr değil, ğ,ü,ş,i,ö,ç, harrfleri değiştirilmiş. 3-5 kuruş ucuza alayım derken kazıklanmayın.',fiyat
'refurbished kavramını bilmeden kesinlikle alışveriş yapılmaması gereken imited şirket.',yok
'sitesindeki fiyatlara bakıp çıkardığım 20 adet diz üstü bilgisayarın hiçbiri stoklarında olmayınca çevirdikleri numarayı anlayıp satış temsilcisinden makas alarak olay mahallini terkettiğim firma.',urun
'bilgisayar için ilgilenen teknik servis bölümü berbattır. hiç birşey bilmiyorlar ve yardımcı olamıyorlar, sadece sürekli bahane buluyorlar.',urun
'hakkında bir tane olumlu yorum okumadığım firma. biraz piyasa araştırmasından sonra alacağım bilgisayar için en uygun fiyatı bu firmadan aldım ;ertesi gün almaya da niyetliydim ;ancak sözlükteki bu denli olumsuz yorumlar fikrimden vazgeçirdi.',fiyat
'internet sitesindeki çok ucuz fiyatları görüp lcd tv almayı planladığım ama ekşi deki yorumları okuyunca kaçarcasına uzaklaştığım firma',fiyat
'kendilerinden 2 yıl önce bir sony vaio aldımdı. daha ilk gün mağazadan eve gelip aleti çalıştırdığımda farkettim ki disk sürücü çalışmıyor. o beş kiloluk aleti kutusuyla çantasıyla aldım ibm nin mecidiyeköy deki merkezine götürdüm. onlar da yükümlülükleri gereği cihazı sıfırıyla değiştirdiler. şimdi buraya kadar her şey normal. olay burdan sonra başlıyor. ben yeni aldığım laptopumla 2 yıldan 5 gün eksik olan süper bir birliktelik yaşadım. o canım sony, o güzel hollandalı (ibm nin sattığı sonyler genelde hollanda üzerinden türkiye ye giriş yapmış paralel ithalat ürünler. fiyatlardaki o fark da zaten burdan geliyor) 2 yıl -5 gün sorunsuz hizmet verdikten sonra yoruldu. ekranı öldü. ben de tuttum garanti için merkezlerine gittim. evde garanti belgemi bulamamıştım, faturamla gittim. teknik servise gittim, sıramı bekledim, cihazımı verdim. görevli eleman faturayı kontrol etti ve: - garantinin bitmesine de 5 gün kalmış + hmm... öyle oldu... dellenme #1 i burda yaşadım zaten. garanti süresi bitimine 5 gün kala alet bozulunca ben evde kendim tamir etmek durumunda mıyım? he? sonra geçtim bir yere oturdum. bekliyorum ki kaydımı yapsınlar, bana çıktı versinler de gideyim. 1 saat bekledim orda hiçbir bilgi verilmeden. en son dayanamadım gittim orda sorumlu gibi duran elemanın odasına. maksadım sorunu öğrenmek, olursa işlemleri hızlandırmak. zira benden sonra gelen adamlar ürünlerini tamir ettirip evlerine gittiler! + ya pardon ben bir ürünü garantiye bırakmak için gelmiştim de 1 saattir bekliyorum... - hangi üründü efendim? + önünüzdeki laptop. - onu bekletmemiz gerektiği için bekletiyoruz. + niyeymiş o? - şimdi siz sanırım faturayla gelmişsiniz... faturadaki seri nunarası ile cihazın üzerindeki tutmuyor. bende orda ampul yandı. bu ilk değiştirdikleri laptopun faturasıydı ve seri numarası da ona aitti. olayı aynen böyle elemana aktardım. - ama bu faturaya paraf düşmeleri lazımdı. düşmemişler. + orası benim sorunum değil. - işin ilginç yanı sizin faturanızdaki seri numarası başka birine satılmış gözüküyor. + ahaha, nası yaa? siz benim bozuk olduğu için iade ettiğim aleti bir başkasına mı sattınız? komik olmuş... işte dellenme #2 de burda geldi. adamlar hem bozuk mal satıyorlar hem de beni zor durumda bırakıyorlar. adam da o sıra kontratağa çıktı: - zaten bu cihazda garanti bandrolleri yok. dellenme #3 ün bu kadar çabuk geleceğini ben de beklemiyordum açıkçası. çünkü ben sırf ürünün garantisi bozulmasın diye evde yatan 4 gb rami takmamıştım 1 senedir laptopa. zaten laptop da bırak tornavidayla açılmayı, masa üzerinden kalkmamıştı iki yıldır (niye laptop aldığım farklı bir konu). + yoo, yok artık. ben o aletin hiçbir şeyine dokunmadım, açıldıysa ben alırken de açıktır ki bu da demektir ki bana tamir görmüş ürünü sattınız!? ordan sonra adam bir şey diyemedi. garanti belgesi sordu.  muhtemelen evdedir  dedim.  garanti belgesi daha sonra ibraz edilmek kaydıyla  garanti kapsamında tamire aldılar laptopumu. bunu bir de lütufmuş gibi yapmadılar mı, işte o an beni bitirdiler...',urun
'internet sayfasına girildiğinde;    oha çeşitliliğe bak laaaan   çektiren, birde bulmakta zorlandığınız marka zebil gibi olan ürün çeşitliği süper fiyatlarla birleşince, takla atasınız gelir ve gün dönsede gitsem alsam çektiren yer. ancak ne var ki sabah olur soluğu e-5 manzaralı mağazada alırsınız o da ne? bildiğimiz butik dükkan tadında, küçük çaplı teknosa çeşitliliğinde bir yer. çok satan laptop ve lcd, plazmalar vardır o kadar. dersiniz hadi alalım getirtirler nasıl olsa. ordan hemen mağdur kafayı sokar ve ekler ;    abi aman 2 ay oldu bekliyorum, mal yok ortada   sonuç ise bana müsade olur.',urun
'daha önce hakkında okuduğum yorumlardan dolayı oluşan doğal tereddütü ben de yaşadığım için firmayla ilgili tecrübelerimi paylaşmak istiyorum: web sitesine girdiğinizde fiyatların piyasaya göre yüzde 10-15 daha düşük olduğunu görüyorsunuz. ürünlerin birçoğunun stokta olmadığı bir gerçek ama olanların da ucuz olduğu inkar edilemez. büyük elektronik marketleri zaman zaman bir-iki özel ürün için yaptıkları kampanyalarla istanbul bilişim in fiyat seviyesine gelebiliyorlar. ben lcd alma sürecimde bir süre inceledim, istisnalar dışında durum böyleydi. fiyatların bu denli düşük olmasının nedeni sanırım distribütörlerden bağımsız ithalat gerçekleştirip teknik desteği direk kendi anlaşmalı bayilerinin veriyor olmaları. bu konu bir arkadaşım istanbul bilişim den bir samsung lcd alana kadar kafamda soru işaretleri yaratan bir durumdu. arkadaşım aldığı samsung lcd de ölü piksel taraması yaptığında 2 tane ölü piksel ortaya çıktı, teknik servisle konuştu, en ufak problem çıkarmadan televizyonu değiştirdiler. bu durum benim de kararımda etkili oldu ve ben de oradan lg televizyon aldım. yaşadığım tek olumsuzluk aslında çok yetkin olan showroom çalışanlarının sayıca yetersiz olmalarıydı. oraya bilgi almak ya da direk alışveriş için gittiğinizde uzunca bir süre beklemeniz mümkün. ancak aldığım televizyonun kurulumunda hiçbir sorun yaşamadım, tam tersi, normalde lg nin destek vermediği, televizyonda kapalı olan bir özelliği benim ricam üzerine aktive edebildiler. daha önce pek çok yerden okuduğumuz olumsuzlukları yaşamamış olmam bir şans mı bilmiyorum, ancak ben yaptığım alışverişten son derece memnun kaldım. en önemlisi şu anda baktığımda biliyorum ki satın aldığım televizyon konusunda diğer kaynaklardan daha uygun fiyata ve daha iyi servis aldım.',fiyat
'dandik ötesi web sitelerinden aşağıdaki haberi aldığım şirket:  22. uluslar arasi tüketici zirvesi istanbul bilişim a.ş sempozyumda tüketici tarafından dalında en güvenilir marka seçilerek, ödülüne sahip oldu. ödül devlet bakanı egemen bağış, tarafından istanbul bilişim a.ş genel müdürü özgür güleç e verildi. zirvede söz alan tüketici akademisi başkanı fahri ustaoğlu, tüketici haklarının bizim gibi gelişmekte olan ülkelerde çok önemli olduğunu söyledi.  tüketici artık bilinçleniyor  diyen ustaoğlu, böyle gecelerde bu bilincin gelişmesine katkıda bulunduklarını söyledi.  nasıl bir danışıklı dövüş, belli değil. şu başlıktan 10 tane entry okuyan adam bunlardan köşe bucak kaçacakken, paşalar ödül alıyorlar.',websitesi
'vaiolarin turkiyede satis altyapisinin gelismemis olmasi epey bi yaramis sanirim adamlara ve son zamanlarda heryerde reklamini gorur oldum. vaio getiriyorlardi ulkeye kendi garantileriyle, guvenip alamamistim. ki 2 sene oldu simdi firma ile ilgili cogu yerde garanti sorunlari, stokta olmayan dusuk fiyatli urun sikayetleri ile karsilasiyorum.',fiyat
'arkadaş ben anlamıyorum burdan alışveriş yapanları, hele bi de alışveriş yaptıktan sonra şikayet edenleri. ben internette bişi alacakken yazarım google a aradığım markayı modeli çıkan sayfalara bakaırm. genel olarak da bi fiyat trendi yakalarım, referans olarak da hepsiburadayı alır, %20 düşüğünü bulursam bayram ederim. beyaz eşya alacakken tv alacakken baktığımda bu adamların fiyatları internetteki herhangi bir mağazadan yarı yarıya farklıydı nerdeyse, lan dedim bu ne. şöyle bir iki forum sitesine girdim ve adamların marka garantsi vermediğini, garantilerinin kendileriyle sınırlı olduğunu öğrendim. tv dediğiniz bilgisayar dediğiniz şöyle biraz ii bişi bakıyosanız en aşşa 1500 tl lik aletler. ucuz olacak diye alıp başımı sonradan ne ağrıtıcam dedim, bu kadar ucuzsa içinde bi bit yeniği vardır öbür siteler mağazalar enayi mi dedim kapattım gitti. kardeşim madem google dan ürün arama yetisine sahipsiniz, her ucuz mala da atlanmaması gerektiğini biliyo olmanız lazım. tamam yetkili satıcılar bi şekilde hayvan gibi fiyata satıyo onu da biliyorum da, bi alt modelini alırım en azından garantisine güvenirim ürüne güvenirim. ib den yarı fiyatına ürün alıp sonra vay benim canım yandı vay klavyeye harf yapıştırmışlar demek biraz enteresan geliyo bana. internet sitesindeki ürünler elinde yokmuş da bilmem ne, ne bekliyodunuz ki.',fiyat
'içinde en ufak bir hakaret olmayan ve magazalarındaki durumu anlatan enrtyi mahkeme kararıyla sildiren mikemmel elektronikçi magazası oluşumu.',yok
'garanti kapsamında bakım için aldıkları televizyonumun durumunu öğrenebilmek ve teslimatını sağlamak için ile bir haftadır teknik servisi mücadele etmek zorunda kaldığım kurumdur. öncelikle kendilerinden aldığım televizyon, aldıktan bir kaç ay sonra durduk yerde açılmaz oldu. kendilerini aradım, eve gelip televizyonu aldılar. işlemleri nasıl takip edeceğimi sorduğumda  biz sizi yarın ararız  dediler. peki. çok güzel. ertesi gün öğlen saatlerinde kendilerini arıyorum.  cihazınıza bakım yapılacak. sizi yarın ararız  diyorlar. gene peki. sonraki gün gene aramıyorlar. kendilerini arıyorum,  cihazınız sırada. daha bakılmadı. sizi yarın ararız  diyorlar.  her gün aynı şeyi söylüyorsunuz. sonra ne arıyorsunuz, ne de televizyonla ilgileniyorsunuz. bu nasıl iş?  diye sorunca  yarın arayacağız. o sorduğunuzu biz size anlatırız  gibisinden yanıtlar alıyorum. bir sonraki gün kimse kimseyi aramıyor. bir sonraki gün gene ben arıyorum.  cihazınız bakımdan çıktı. isterseniz yarın gönderebilirim  diyorlar.  hani arayacaktınız?  diyorum. lafı geveliyor.  yarın gönderin o zaman  diyorum. gönderim günü gene arıyorum; teslimat aracındaki kişi  12 ye kadar sizdeyim  diyor. bekliyorum yok. öğleden sonra gene arıyorum  şirkete toplantıya çağrıldık, o yüzden gelemedik  diyor.  e hani 12:00 demiştiniz? .  müdürüme de söyledim, ama işte falan filan. şimdi gelelim mi?  diye soruyor.  hemen gelin. ben sizi bekliyorum  diyorum. gelmiyor. akşam 19:00 civarında gene arıyorum.  biz aracı devraldık. önce konuştuğunuz arkadaş burada yok  diyor. derdimi ve sabahtan beri onları beklediğimi anlatıyorum.  madem mağdursunuz, o zaman size öncelik verelim  sonunda yarım-bir saat önce televizyonu teslim ediyorlar. bu kadar düzensizlik yüzünden harcamak zorunda kaldığım enerjiye üzülüyorum.',urun
'kullanmakta olduğum samsung lcd tv mi piyasadan 400 lira daha ucuza almış olmakla beraber evime süper hızlı bir şekilde ücretsiz teslimat yapılmış olması, tv yi alalı 3 ay olmasına rağmen bugün itibariyle üçüncü defa aranıp web sitesi, müşteri hizmetleri, ürünün kendisi vs ile ilgili bir sorun yaşayıp yaşamadığımın sorulması gibi artılara da sahip olduğum, başarılı teknoloji marketi. alışveriş yaparken hakkında yazılıp çizilen onca olumsuz yorumdan çekinmiştim ama peşin ödeme yapacak bir adam için 400 lira da az buz bir para değildi.',fiyat
'internette nereye baksam (youtube da bile) reklamlarını gördüğüm şirket. adamlar reklam pastasını büyük tutmuşlar demek ki.',reklam
'türkiye nin en büyük şirketleri listesine girmelerine,kalite ödülleri almalarına ve pazardaki en büyük firmalardan belki de ilki olmalarına rağmen haklarında sözlükte bu kadar az entry olmasını manidar bulduğum şirket.ya gerçekten mükemmel servis veriyorlar ya da çok daha büyük bir problem var.çözemedim!!!',yok
'internet üzerinden en ucuz fiyatı gösterip ilgili ürünü her soruşunuzda stoklarımızda kalmamış ama isterseniz ona yakın bir model var mağazamıza buyurun diyen şark kurnazı firma.',fiyat
'bu firmadan nisan 2010 sonlarına doğru, içinde windows 7 kurulu bir vaio laptop alınmıştır. satın alındıktan bir ay sonra windows 7, yasal kopya olmadığına dair uyarı yazıları çıkarmaya başlamıştır. laptopun altındaki etiketteki orijinal yazılım seri numarası ile microsoft un internetteki doğrulama merkezindeki bilgiler bir türlü uyuşmamış ve artık tamamen web üzerinden insan eli değmeden gerçekleştirilen yasal yazılım doğrulama işlemi böylece bir çıkmaza girmiştir. firmayla temasa geçilmiş ve durum bildirilmiştir ancak ilk başta sorumluluk kabul etmeyen firma ancak ve sadece microsoft a çalışan bir tanıdığın araya girmesiyle sorunun kendinden kaynaklandığını ve bir çalışanının 25 haneli seri numarasını microsoft a yanlış bildirmesi nedeniyle oluştuğunu kabullenmiştir. bir salaklık yüzünden günler boyunca süren gereksiz gerilimler yaşanmıştır. kıssadan hisse: eğer bu firmadan bir şey alacaksanız paracıklarınızı tokalamadan önce seri numaraları gibi bilgileri her aşamada iyice kontrol ediniz. beşerin şaşması mümkündür, numara hatası her yerde olabilir ama esas sorun mağdur olan müşterinin, normal kanallardan muhatap bulamadığı taktirde çaresiz kalıp parasıyla rezil olmaktan kurtulamamasıdır.',urun
'alınan laptoplar dikkatli incelenmelidir. türkçe q klavye diye aldığınız laptop, aslında klavye tuşlarının üzerine spreyimsi bir boyayla işlenmiş türkçe karakterler içerebilir. nedenini anlamak güç değil, lakin kötüye yormuyoruz. (bkz: ben bugün bunu gördüm)',urun
'ticket sistemi anlayışlarına hayran kaldığım firma. bugün beğendiğim notebook un - ki nedense artık diğer mağazaları geçtim, hp nin sitesinde bile yok - tanıtım sayfasında  stok sorunuz  yazdığı için kendileriyle iletişim kurmak zorunda kaldım. önce telefonla aradım ancak kimse çıkmadı. mail atmak istedim,  size daha iyi hizmet verebilmek için iletişim maillerini ticket sistemine çevirdik  yazmışlar. ticket açabilmek için de üye olmak gerektiğine şaşırmadım tabi. neyse üşenmedim üye oldum, sorumu sordum ve cevabı bekliyorum. sorduğum da sadece bir notebook modelinin stokta bulunup bulunmadığı. birkaç saat sonra  sistemimize açmış olduğunuz ticket müşteri temsilcilerimiz tarafından cevaplanmıştır. sisteme giriş yaparak cevabımızı okuyabilirsiniz!  diye mail gelince heyecanla sisteme giriş yaptım. adamlar cevap olarak  değerli müşterimiz, tarafınıza telefonla dönüş yapılacaktır  yazmış. ulan altı üstü  var  ya da  yok  diyeceksiniz ne gerek var ortalığı velveleye vermeye. zaten sonra da bir kez aramışlar, duymamışım falan. hala istediğim model ellerinde var mı yok mu öğrenebilmiş değilim.',urun
'nihayet bugün ısrarlı aramalarım sonucu ulaşarak (#19562451) istediğim notebook un stokta olmadığını öğrendim. bişey daha öğrendim ki; aslında  stok sorunuz  yazan modellerin hiçbiri ellerinde bulunmuyormuş. anladığım kadarıyla onları sadece google da her aramada ilk sayfada çıkmanın avantajını kullanarak ziyaretçi çekip, stok durumu sorulduğunda diğer notebook modellerine, hatta diğer dandik markalara yönlendirmek için koymuşlar. öğrendiklerim bununla da bitmedi. sözlüğü haklarındaki olumsuz entry lerden dolayı yakın zamanda mahkemeye vermişler. kadın  önüne gelenin yazdığı bir site ve yazılanların hiçbiri doğru değil  gibi bişeyler söyledi. o kadar inandırıcı konuşuyordu ki bir ara  evet orası öyle ya bişeyi de beğenseler şaşarım zaten!!!  falan dediğimi hatırlıyorum. zaten ben daha  sözlükte...  diye başlayan cümlemi bitirmeden kadın içini dökmeye başlamıştı. çok sinirliydi lan. öyle böyle değil. artık sonlara doğru  yılansı fare çocuklar!!! gece fareleri!!!  diye devam edecek gibiydi ki teşekkür edip kapattım. edit: şimdi aklıma geldi de, bir de bunlar defalarca adımı soyadımı falan sorup durdular. korkuyorum. nolur beni mahkemelerde süründürmeyin ben bişey yapmadım!!! :(((',urun
'başka yerde bulamadığım bir vaio modelini satın aldığım bakkal zihniyetinden hallice bir müşteri ilişkileri kafasına sahip teknoloji mağazası. satın aldığım modeli depodan getirtmek için 50 dk bekletmiş, bu süre zarfında ne bilgi vermiş, ne de ben sorduğumda en azından ilgiliymiş gibi bile görünmeye çalışmamış satış temsilcilerine de selam ederim. ayrıca bilgisayarı satın aldıktan sonra kutusuna koymaya bile tenezzül etmeyerek öylece masanın üzerine atmış arkadaşları acilen müşteri ilişkileri kurslarına göndermesi gerekiyor bence.',urun
'bu siteden lcd televizyon alışverişi yaptım, şimdilik en ufak bir sorun bile çıkartmadılar. her ne kadar duvara montaj için aldıkları 60 tl abartı gibi gözükse de, hem gelen servisin oldukça temiz çalışması hem de siparişin çok hızlı ve başarılı bir şekilde ulaşması ve duvara montaj zımbırtısının bedavaya gelmesi söz konusu olunca normal sayılabilir. bunun dışında, site ile ilgili en çok söylenen şeylerden biri  ucuz ürünler stoklarda yok, onların yerine pahalılarını sunuyorlar, onlar daha pahalı dışarıya göre.  bu kısmen doğru gibi gözükse de ciddi bir hatasını söylemek lazım, diğer ürünler daha pahalı filan değil, stokta olsun veya olmasın tüm ürünler dışarıdan oldukça ucuz bir fiyata sunulmakta. fakat şu doğru, çoğu ürün stoklarında yok; hatta şöyle söyliyim  stok sorunuz  yazan bir ürünün stokta olmasını beklemeyin, size onun yerine başka bir ürün teklif edeceklerdir. bu bir bakıma  şark kurnazlığı  gibi gözükebilir, ama tüketici bilinçli olduğu sürece, stok sormadan alışveriş yapmamalı diye düşünüyorum. diğer konu ile ilgili de şöyle bir notu paylaşmak istiyorum, samsung un televizyonlarından  stokta var mı bunlar  diye bir liste sunmuştum. bana gelen mailde, stokta hiçbirinin olmadığı fakat bir tanesinin haftasonu stoklara girebileceği yazdı. stoklara giren ürünün fiyatında hiçbir artma olmadığını belirtmek istiyorum. bu bakımdan yazılanların bir kısmının doğru olmadığını söylemek lazım. şimdiye kadar siparişim ile ilgili bir sıkıntı yaşamadım, umarım bundan sonra da yaşamam. ha bu arada, bir ekstra not daha sunayım, 5 yıl garanti filan diyorlar ya, o da ek ücrete tabi, aklınızda bulunsun. (bu şark kurnazlığı işte) edit: son olarak, televizyon filan alacaksanız, özelliklerine bu siteden bakarken başka sitelerden de (özellikle yabancı sitelerde) araştırma yapmanız gerekmekte. bazı yanlışlıklar olabiliyor.',fiyat
'internet sitesinde fiyatı uygun görünen hiçbir ürün stoklarında yoktur. stoklarında olmayan ürünlerin fiyatlarını düşük gösterip kendilerini aratarak başka ürünler teklif etmek gibi iğrenç bir stratejileri var. defalarca dizüstü bilgisayar baktım, hangi uygun fiyatlı bilgisayarı sorduysam  o kalmadı ama şu var  cevabını aldım.',fiyat
'dusuk fiyatla internete koyup aradiginiz zaman  stokta o yok ama dilerseniz su var  yaklasimlari projeksiyonlar icin de gecerli. herhalde bu yaklasimlari ise yariyor ki uzun suredir ve tum urun gruplarinda devam ettiriyorlar...',fiyat
'inci sözlükte reklamları var.düşünün ne derece ciddi ve kurumsal bi firma olduklarını. edit : bir anda z.ö olmuş, umarım elinizde patlamaz herhangi bir cihazları.',reklam
'müşteri yetkililerinin telefonu yüzünüze kapamaması, telefonda görüştüğünüz yetkililerin nezaketten uzak dangır dungur insanlar olmaması, operatörün servisin kayıtlarına ulaşabilmesi, doyurucu bilgi verilmesi sizin için önemli ise, uzak durmanız gereken firma. bir elektronik firması ile değil, adeta mahalledeki su bayisi ile konuşuyormuş gibi hissediyorum her görüşmede. hiç şüphesiz yaşadığım en kötü satış sonrası deneyim, hizmet aldığım en kötü müşteri hizmetleri görevlileri ile bu firmada karşılaştım. inanın, birkaç lira kar etmek için bu sıkıntılara (ve emin olun, yaşayacaksınız bu sıkıntıları) değmez,..',fiyat
