@RELATION degerlendirme
@ATTRIBUTE text  String
@ATTRIBUTE degerlendirme   {neg,pos,nm}
@Data
'telefon dün öğle sonra aldım.Bugün kargo verilecekti.Eşimin bugün doğum günü ol için hepsiburada kargodestek ekip mail attım.Dün kargo verirmisiniz bugün hediye edicem diye mail at 1 saat sonra cevap geldi.Ürününüz kargo ver diye.Hızlı ve özveri çalış dolayı hepsiburada ekip çok teşekkür eder ',pos
'Sony Xperia Tipo mu yoksa Samsung Galaxy Ace i mi daha iyi lütfen görüş sölermisiniz önem iki telefon ara kal ',pos
'ürün baba için al daha önce bir hat firma ver telefon kullan bu kullan yeni doğ Dokunmatik ekran çok akı ve tabiki android işle sistem ile telefon ben orta seviye için harika ',pos
'2 ay önce al çok memnun harika bir şey hiç bir eksik bulma tüm ihtiyaç karşıla uygulama çok iyi çalış bu fiyat daha iyi yok hemen alın deri ',pos
'ürün mükemmel ama onda daha mükemmel ol hepsiburada.com bu kadar hızlı ve kendi emin bir site görma teşekürler bu sonra dükkan mağaza gezma son artık aile mağaza ol ben için teşekkür ',pos
'SAMSUNG GALAXY ACE telefon uzun zaman beri al için takip EDİYORDUM.FİYAT araştırma YAPTIM.EN uygun HEPSİBURADA site BULDUM.SİPARİŞİM hemen ve EKSİZSİZ GELDİ.TELEFONUMDAN memnun KALDIM.HEPSİBURADAYA teşekkür ',pos
'ürün kutu hızlı şekil gel her zaman güven alışveriş yap Haftasonuna denk gel rağmen çabuk gel Fiyatıda iyi fiyat daha da uygun ol dileğiyle...teşekkürler... ',pos
'ürün dün satı al hala elim ulaşma ama birkaç kişi el gör gerçek çok güzel ve şık dur tıpkı bir iphone gibi ',pos
'ürün çok BEGENDİM.TELEFONDAN bekle her şey mevcut kısa zaman elim ULAŞTI.ORJİNAL paket BERABER.HEPSİ BURADAYA TŞK EDİYORUM.ŞU na bir sorun yok TŞKLER ',pos
'ürün al ama hafıza kart eksik çıktı inşallah hepsi bura coma defa mail at ama daha sonuçlanma gönder um dokunmatik ol ileri ekran ile sorun yaşama güzel bir telefon internete bağla mükemmel hepsi bura coma teşekkür eder saygı ',pos
'kullan bakım çok beğen yani için dosya hızlı açması,internete hızlı bağlanması,fotoğraf kalite vb...telefon al iste bayan tavsiye eder memnun kal ',pos
'SAMSUNG un GALAKSY ACE ben tek kelime ile harika bir telefon OLMUS ben COK beğen tavsiye eder iç bir kuşku olma harika bir telefon ',pos
'sıkıntı 1 gün içinde gel ürün teşekkür eder ürün sorun hepsi bura garanti ile hızlı güven alışveriş yapı Türkiyenin en güvenilir site ',pos
'her seyden önce hepsiburadaya kalite hizmet için cok tesekkürler ürün cok cabuk elim gecti. bir kez daha alısverişten memnunyet duy telefon gelin eş dogum günü hediye ol al gayet memnun kal tekrar tesekkürler... ',pos
'çok yakın alcam kısmet bir çok yorum oku inşallah de gibi güzel ki buna inan tek olumsuz yan şarj ilgi bir çok kişi rahat 1 ün git söyle herkes umar yanıl ',pos
'alın en iyi telefon ben 1 hafta kullan cok guzel rahat kullanisli herkes tavsiye eder hem de ur 2gunde elim ol allah hepsiburadanin gonderisine zeval verma ',pos
'kargo elim 24 saat içinde ulaş önce hepsiburadaya teşekkür eder telefon gelin telefon gayet yeter tek eksik dahili hafıza olma tavsiye eder ',pos
'teslim al yalnız ben şans ürün hoparlör patlak çıktı bügün site msj.attım umar kısa süre dönerler.bu site daha önce alışveriş yap bir sorun çıkmadı.HEPSİ bura ya güven ',pos
'bu fiyat alın en iyi telefon zarif kullan ihtiyaç cevap vere çok üzel bir telefon özel bayan için düşün samsungtan başka tanıma alın pişman olma ',pos
'tam bir iş telefon ... yaklaşık 1 sene kullan ... harika bir telefon ... kesin tavsiye eder o var bilgisayar her zaman ihtiyaç olma ... görüntü konuş olma tek kötü taraf ... yoksa mükemmel dört dört bir telefon ',pos
'cep telefon bugün elim geç çok mükemmel bir cep telefon hepsi buradadan al için KVK garanti tavsiye et saygı sevgi teşekürler hepsiburada çalış ',pos
'uygun fiyat ve şık tasarım adeta küçük bir bilgisayar Android market çok iyi ne ara var ses kalite ol iyi dokunmatiği de çok hassas çok beğen iyi ki al :) ',pos
'ürün 2 hafta ol ala telefon sanki bir bilgisayar sorun CALIŞİYOR ...TELEVZİYON bile izle herkes tavsiye eder hepsi bura güzel bir site ben şahsen alışveriş bu site devam et et :) ',pos
'önce merhaba cihaz beklenti çok üzeri bir kalite sahip androit işle sistem ile tamamen bütünle şiddet tavsiye eder daha yüksek model kıyasla gayet iyi ',pos
'yılbaşı hediye ol eş al cihaz 3 gün elim ulaş . hafıza kart hediye olşası çok iyi sorun kullan hepsi buradaya teşekkür ',pos
'arkadaş ben bu 1 yıl önce al ve gayet güzel biraz pil sıkıntı var ama fabrika ayar dönderdiğiniz de sıkıntı olma ve android market ol büyük bir ayrıcalık ihtiyaç ol tüm uygulama var içeri galaxy ace mükemmel bir akkılı telefon ',pos
'telefon az önce elim geç kargo biraz geç ben ulaş ama sorun degil son derece elit son derece temiz bir alışveriş ol telefon dokunmatigi özel gayet güzel eger bu kadar bütçe bir telefon alıcaksan bu alıcaksın satıcı ile ilgi şüphe olma ',pos
'siz çalış dolayı çok memnun ürün ve siz çalışma prensip çok güzel bu yüzde tüm tanı tavsiye et hepsi bura ',pos
'yıl baş hemen önce sipariş verma rağmen ürün iki gün içinde elim ulaş telefon birkaç gün kullan ilk göze çarpan özel tasarım çok zarif ol muadil diğer telefon göre hız ve pil performans ol yüksek özel internete kablo modem üzeri bağlantı hız ol tatmin et herkes tavsiye eder ',pos
'ürün yaklaşık 1 ay önce teslim aldım.2Günde kargo geldi.Şu ana kadar ürün ilgi herhangi bir sıkıntı yaşamadım.Hepsi Buradaya teşekkür et ',pos
'telefon 6 ay önce al en az 10 kere yer düşür hiç bişey olma onlar resim video oyun program yükle hem kendi hem kart hafıza halaa çok hızlı youtube de tanıt videolarnı izle tavsiye eder pratik bilhiler var mesela rehber isim üzeri parmagınızı sol kay sms, sağ kay arama aktif oluo. ben yavsiyemle 7 arkadaş daha al herkez memnun sadece şu ıslık ses gibi ol sms ses kullanma sms gelio bütün otobüs tramvay aynı ant telefon sarı :D ii yılla ',pos
'çok teşekkür eder hepsiburada.com tüm çalış kutla sorun hızlı ve alışveriş kolay.telefon ise harika fiyat zaten hb. en makul kvk garanti daha ne ol ki ',pos
'özel zarif ve ince OLMASI,DOKUNMATİĞİNİN güzel çok hassas ol ürün en belirgin özel fiyat için tek SÖYLECEĞİM biraz piyasa araştırma yap kendi gör ',pos
'çok iyi bir site ve ürün fiyat da harika ben yeni katılma rağmen bu site çok beğen ileriki zaman bu site alışveriş yapmayıda düşün ',pos
'her şeyıyle mükemmel tavsiye eder görünüş çok kibar,beyaz renk çok kullan bence,dokunmatik hız da çok iyi fiyat da piyasa göre avantaj ',pos
'H.burada herzaman zaman tedarik ile o plan kaç alisverisim ol saymadim hiç bir sıkıntı yaşama teşekkür Cihazinda problem ol biz secimimiz hepsi bura güven alisveris ',pos
'telefon eş doğum günü hediye ol al ve hediye al gün beri el düşürma hakikaten çok kullan ve hızlı bir telefon eğer bu telefon al iste de ikilem de kalan var ise hiç düşünma mutlaka al deri çünkü her türlü özel sahip ',pos
'ürün güzel,site açıkla güvenilir,sipariş aşama gayet kolay ve açık sipariş ver kargo takip no el iki gün içeri seç kargo şirket kapı ürün hem hepsiburada taraf hem kargo şirket taraf okadar muhafaza paketlenmiştiki aç zorlandım.herşey çok güzel teşekkür HEPSİBURADA ',pos
'ürün genel ol şık android kalite güzel i phone 3 e benze ama bu ürün mobil ağa erişma diye hata çık garanti gönderi yapı ama ürün tekrar aynı hata ver iyi düşün ... ',pos
'anı kargo SECENEGINE TIKLAMADIGIM hal tam tam 2 GUNDE ELIME GECTI...HEPSİBURADA aile ve D-MARKET aş ye TESEKKURLER NISANLIM ICIN GUZEL bir hediye OLUCAK... ',pos
'hem teknik özel açı hem de görünüm açı kesin iPhone ile yarış kalite bir ürün.Android işle sistem saye ürün üzeri gel uygula dış ekstra uygulama yüklem imkan da var.Ürün ile birlikte 2 gb hafıza kart hediye et ama iste bu artır tabiki.Pil ömür kullan göre değişiyor(3G,wifi kullan max. 1 gün ama zaten piyasa akıl telefon hepsi pil ömür hemen hemen aynı.Kamerası 5 mp, anlık fotoğraf çemek için ben yeter de art bile.Alıp da pişman olma bir ürün.Herkese tavsiye eder ',pos
'Galaxy aceden çok memnun gerçek iste özel tamam sağla ve telefon bi keyf uyan kesinlike tavsiye eder hiç bir şekil pişman duyma zarif tasarım ve kullan kolay ile vazgeç bi telefon galaxy ace ',pos
'kesin herkes tavsiye edebileceim bir ürün kuluanıcların hemen hemen tüm istek cevap verecilecek şekil üret de ki ıphoneu arama her yön ile dört dört bir ürün ',pos
'ben bu telefon bir sene kullanıyorum.gayet güzel bir telefon.Eğer bu fiyat bir telefon ara var ben bu başka bir telefon almamlı.Tek dezavantaj ise eğer internete gir şarj çabuk biter.Ama şu da söylim bent 12 saat git de ol 3 gün git internetle çok uğraşma ama çok müzik dinledi.Yani kullan bakar..Alanlar asla pişman olma ',pos
'kullan görüntü özel ile harika bi telefon bu fiyat alın en güzel telefon biri kullanımıda kolay dokunmatik al iste herkes öner ',pos
'bu fiyat bulun en kalite telefon de . kullan daha da çok sev . hem şık hem çok hafif hem de çok özellikli.ben çok memnun kal ',pos
'gayet memnun hızlı ve güven sorun çıktı ürün ben alış ver için tercih et gerek bir site hem de gayet uygun ',pos
'hepsi buradadan yap ilk alışveriş çok memnun kal kargo ve kargo takip sistem çok kullan ayrıca ürün de telefon çok para verma de ve bütçe sınır ol için ol iyi bir ürün Android sistem saye s3 ile yap çoğu iş bu telefon da yap ',pos
'ben bu telefon cuma gunu aldm bugun pazar ama hala gelma kac gun icinde gel acaba bilgi ver var cok sevin ',pos
'samsung kalite cihaz yap ancak cihaz al sonra teknik destek te sıkıntı yaşa cihaz güzel inşallah sıkıntı yaratma da bent teknik servis ile uğraşma tavsiye eder samsung kalite ',pos
'si nin üst model samsung veya emsal özel ol temel fark yok diyebiliriz.Tek fark değer fark görülmektedir.Örneğin 5830 da internet hız üst bir model göre yarı yarı daha az veya daha fazla olabiliyor.Bir başka örnek destekle mini sd kart destek boyut telefon göre fark gösterebiliyor.Bu fark tüm kıyaslama yap görebilirsiniz.Sonuç ol deri ki ihtiyaç karşıla ad üst ve pahalı model ne var ise bu da değer fark ama var ve yetiyor.İnanın çok fazla para harca gerek yok.Çok detay araştır ve inclemlerden sonra bu görüş yaz bulunuyorum.Bence hesap ve ihtiycınızı gör bu telefon yeter ',pos
'telefon dört gün önce şipariş et ama hala gelma :( ama bu fiyat alınabilcek en güzel telefon bu,ayrıca çok şık da ben kaçırma :) ',pos
'merhaba ben telefon sipariş ver inşallah de gibi 2 gün gelir çok heyecan daha önce tanı almıstı çok memnun kaldıgım için bent al teşekkür samsung ! ',pos
'ürün alali yaklaşık 2 hafta ol şu çok rahat soyleyebilirim ki hem tasarım hem kullanisligi çok iyi al dusunenlere kesin tavsiye eder ',pos
'Samsung galaxy Ace gerçek güzel bir telefon nişan al bir gün dur bent bi ara akıl verma bile düşün =) ben bu sınıf en iyi telefon de fiyatıylada arkadaş ',pos
'gerçek mükemmel bir ürün birçok kes hitap et çok hızlı ve özel düşün al kesin tavsiye ederim.ben kendi al kullan çok memnun ',pos
'görüntü ol iphone u andır gayet hızlı çok güzel özel haiz harika bir telefon ama daha al üç gün bir kere don san donma sorun var bu telefon ',pos
'telefon özel bahsetma gerek yok zaten açıklama oku bura yorum yap iste nokta hepsiburadanın yetenek sipariş ver yarım saat sonra kargoyamı ver yahu teşekkür hepsiburada ',pos
'telefon ala 12 yıl ol çok memnun telefon 6 kez klozet 3 kez apartman 7. katı aşağı 1 kez de hareket hal araba düşürma rağmen ben mı dema sadece ekran görüntü yok ve arama yapma onun dış hala mükemmel bir şekil çalış futbolseverler kesin kaçırma balıklama atlas ',pos
'hepsiburadaya teşekkür en uygun fiyat bura yılla alışveriş burdan yap hiç bir sorun karşılaşmadım.telefon fiyat göre çok iyi daha elim ulaşma fakat yorum bak çok iyi ol emin im ',pos
'ANDROİD telefon içinde hem fiyat hem özel açı gerçek emsal göre muhteşem bir TELEFON..HERKESE şiddet ÖNERİRİM.OĞLUM GALAXY S 2 İSTİYORDU.İKNA et al bu CİHAZI..PİŞMANDA OLMADIM.OĞLUM ÇOOOK sev kullan bu cihaz :) ',pos
'ben yaklaşık 6 ay kullan hiç şikayet yok interneti hızlı dokunmatiği gayet iyi tavsiye ederim.daha önce samsung telefon var telefon yap gayet başarı ben al biraz daha pahalı telefon al düşün bu fiyat ideal ben ',pos
'hediye çeki kampanya al piyasa hemen hemen bu fiyat artı de gibi 100tl lik hediye çeki ol başarı bi telefon tavsiye eder alacak ',pos
'ara telefon bul çok güzel özel var dokunmatiği çok hassas akıl telefon de işte bu ol gerek hepsi bura com zaman teslim et ve herkes tavsiye eder ',pos
'ben bu telefon al cok kullanslı ve cok guzel herkeze tavsıye ederım ve işlemcısıde guzel yan bu para göre cok guzel bı telefon tavsıye ederım ',pos
'ürün kısa süre elim sorun bir şekil ulaştı.Beğenerek al telefon elim geçin daha da sev çok zarif görün Hepsiburda.coma teşekkür ',pos
'hafta son ol rağmen aynı gün içeri ürün kargo ver teşekkür hepsiburada gonul rahatlıgı ıle alısverıs yaptıgım sıte herkes tavsiye eder ',pos
'ürün nişan al çok beğen ve sev kullan samsung kalite ve şık harika bir ürün beyaz renk seçenek ile bayan gözde de ve hepsiburadaya teşekkür eder ',pos
'aynı telefon 2 adet al gayet güzel kalite ve şık bir telefon ve fiyat OLARAKTA son derece uygun al iste tavsiye et en azı GÜZENİLİR bir site ',pos
'İnternette uzun araştırma sonuç bu ürün alma karar ver yapı yorum yüzde 86 sı olumlu bu ürün al etki ol ',pos
'arkadaş ben telefon al süper fiyatıda fenadegil hızlı site çoook güvenilir herkes tavsiye ediyorum....çokta saglam bi telefon şekil olarakta iyi ',pos
'bende bu telefon ala bir hafta ol ama gerçek çok memnun hem hepsiburada saye nerde ise normal telefon fiyat al . ben göre biraz geç bile kal akıl telefon alma alalnlar kesin çok memnun kal ',pos
'ürün 48 saat içinde ben ulaş telefon hem beyaz hem de siyah var kullan kolay işlemci ve internet hız gayet başarı ürün sayfa tanı aksesuar gayet yardım ve çok uygun hepsiburadaya teşekkür ',pos
'bu fiyat ve bu özel tam cep telefon bazı model üstün özel var fakat sanki eski cep telefon gibi takoz büyük boyut ol ve içeri barın özel ile çok memnun şarj da eğer sürekli oynama 3-5 gün ara git ',pos
'valla. ben hanım hediye al çok beğen muhakkak ki bu yıl tüm hediye alım yırt öğle görünüyor...valla. ben hanım hediye al çok beğen muhakkak ki bu yıl tüm hediye alım yırt öğle görün ',pos
'ürün biraz bahset ol fiyat bu ayrlarda diğer model göre çok çok iyi ayrıca özellikleride ağız açık bırak ayrıca android ',pos
'ürün eş öğretmen günü hediye ol al ürün gerçek güzel wifi felan harika çalış dünya para ver SIII felan alma ben gerek yok ',pos
'al ürün çok memnun 2 gün gibi kısa bi zaman dilim el ol da ayrıca güzel al iste tavsiye eder ',pos
'ürün al için çok memnunum,eşime hediye al çok memnun kaldı,Kullanışlı ve estetik ol söyledi.Güzel bir makine,Hepinize tavsiye ederim,Teşekkürler hepsi bura ',pos
'ben mükemmel bi cihaz saten kullan arkadaslarda fark 3 hafta önce arkadasa almıstık bu site bende bu hafta alcam iğhone de hiç bi fark yok ben özeelik ol 10 numara bi cihaz ',pos
'ürün kalite hepsiburda.com güvence birleş harika bir sonuç çık ortay kullan kolay ve hız üst düzey kesin tavsiye et dokunmatik özel ve ekran sağlam ürün ön çıkar özel ',pos
'çok beğen çok hızlı bir telefon geliş işlemci kişi çok güzel bir haz ver kamera ses mükemmel ol tasarım güzel bir telefon ',pos
'pisayada benzer özel telefon hem çok ucuz hem çok kullan ol ben bu ürün al için yeter yaklaşık bir ay ol ala bir telefon beklenti kat kat fazla karşıla söybeyebilirim ',pos
'kısa süper hızlı cihaz böyle bulma tavsiye eder 2 gb hafıza kart da hediye ben kaçırma bu fırsat ayrıca dokunmatik ekran da çok mükemmel tıklama algıla ',pos
'telefon eş için al daha önce bent kullan ev hanım için ihtiyaç son kadar karşıla bir telefon fakat son zaman hepsiburadanın kargo ve teslimat konu biraz güç kaybet kanısındayım.Şahsen artık sipariş gecikiyor.Önceki sene bu kadar aksak olmamıştı.Yine de uygun fiyat ve ürün çeşitli konu tekrar teşekkür et ',pos
'ürün cumartesi akşam sipariş ver salı günü elim ol kaza hasar ve güzel paketle ols-rak elim geç güzel telefon ve muadil göre birçok şey var fazla para ver diğer alma gerek yok ben teşekkür ',pos
'bu telefon kullan ve beğen gerçek de çok hoş bir telefon herkes tavsiye eder are you ready in your family hadi allaha emanet ol sağlıcakla kalın ',pos
'görüntü konuşma hariç tüm özel var bu fiyatada bak yer bul çok zor ben bu fiyat kaçırma dokunmatik ekran süper . çok cabuk algıla ',pos
'arkadaş bu telefon android ol ibaret çok şık görünüm ve gayet hızlı performans ol bir telefon donma yapma özel klavye çok güzel sensörüde çok hassas güzel oyun oyna Android market birçok uygulama destekle ben çok güzel bir cihaz al tavsiye eder ',pos
'bu ürün eş al fakat o kadar güzel ve kullanışlıki elim düşürma performans ve şık bir ara iste kaçırma gerek bir telefon aynı bir tane daha şipariş ver ',pos
'gayet kullan bir telefon herkes tavsiye ederim.Ben de al tereddüt var ama aldıgım için memnunum.Fiyat gayet uygun.Resim kalite ve video çekim cok hoş.Android ol Iphoneyi arama ',pos
'bu telefon kullan yıl ol telefon çok memnun özel keşfet telefon göze daha iyi gel mey başla özel adroid ol bir mükenmel uygula net arıyıp indirecigime cep market indiryorum bütün arkadaş tavsiye eder ',pos
'akıl telefon iste herşey bu var.Neden 3 katı para ver başka ala ki.Samsung yap yapacağını.En mükemmel siz olsun.Herkese tavsiye ederim.Ama fiyat %10 daha indir daha çok sat ',pos
'önce hepsiburadaya çok teşekkür böyle güzel ve kalite ürün biz en güzel fiyat sun için telefon daha elim gelma ama yorum bak çok güzel benze bu kullan için can atıyorumm :) :) ',pos
'Gerçekden dene süper bir telefon Eakran görüntü ve Kapasif Dokunmatigi gerçek çok hassas çok güzel siz deneme tavsiye eder gerçek öner bent siz deney pişman olmicaksınız ',pos
'yorum bak al beklenti karşıla kalite Dokunmatiği tırnak algılama da çok etki fiyat cazip tavsiye ol (: LKısa ve öz anlatma mı dert mi yau? illa 20 kelime uyarı ne gadan da cazip bi o gadan kalite ne gadan da zarif bi o gadan şık kelime sayı dolmuş umar ',pos
'güzl bir cihaz arkadasım kullan şua bent sipariş ver elim ulaşma ama herkes wonder de ben bu aldımsonuçta ikiside tek çekirdek ',pos
'ürün kullan çok iyi fakat siz bir soru ol 16 gb hafıza kart al kaldır mı bu konu herhangi bilgi ol var mı ',pos
'çok iyi benc ealmanızı savsiye eder oyun ol lamerası ve aynı zaman kamera altın fener var çok kullan al tavsiye edrim ',pos
'ürün oldukca şık ücret uygulama harika..ekranı kişi kendi tarz yaratabiliyorsunuz.ayrıca fiyat olarakda diğer akıl telefon nazaran çok çok iyi.sadece telefon ön taraf da bir 3g kamera olma dezavantaj ',pos
'ürün ala yaklaşık 7 ay oldu.hiçbir sorun karşılaşmadım.şık,zarif ve içerik güzel bir telefon.wi-fi özel güzel.teslimat süre gün fiyat özel göre çok iyi ',pos
'gerçek güzel ve teferruat çok ol bir telefon.Tavsiye ederim.Bilgisayar al gerek yok çünki bilgisayar yap bütün işlem yapıyor.Hatta fazla bile var ',pos
'teknik özel , uygun fiyat sahip ol iste telefon.Gerçekten özel göre fiyat çok iyi Android işle sistem ol inan bi avantaj ',pos
'telefon özel çok iyi ve kullan fiyat göre çok kalite al öner kullan bile için akıl taşın kolay ses ve görüntü kalite çekim güç süper ',pos
'ürün 2 hafta önce al ve muhteşem her türlü fonksiyon eksik ve mükkemel al tereddüt kalma bu fiyat bu iyi bulamazsınız..Performans ve fiyat çok uygun ',pos
'bu telefon bütün ihtiyaclarıma cevap veriyor.kamarası çok güzel video ve resim çek .dokunmatikekranı gayet hızlı.fiyatı güzel alacak ol arkadaş hiç düşünma al bu telefon ',pos
'ürün mükemmel..Samsung her zaman kalite telefon ol kendi Galaxy s2 kullanıyorum.Çocuklarıma da Samsung Galaxy ACE aldım.Bence Samsung telefon 1 numara ',pos
'ürün elim bugün geç fiyat performans açı mükemmel yan bilgisayar ve fotoğraf makinası taşı gerek yok teşekkür hepsi bura bu ürün benzer aynı fiyat bulamıyacaksınız. çok araştır ama bu fiyat hepsiburada dan başka yer bulma teşekkür ',pos
'ürün tek kelime ile mükemmel ol kullan bir ürün ben kendi adım hata söyle iste şarj süre kısıt ve de bazı oyun ve uygula telefon kapa ',pos
'çok güzel bir telefon ayrıca hızlı kargo ol ayrı bir güzel hepsiburadaya teşekürler hızlı işlem dolayı herkes şiddet tavsiye et düşün n alın ',pos
'ben de al bu ürün çok güzel git şarj sıkıntı hiç yok de dokunmatiğinde hiç bi problem çıkma kullan da ol kolay uygula da hiç bi şekil kasma ',pos
'Galaxy Ace son derece şık tasarım iPhone 4 e benze için tercih et gerek bir telefon fiyat Olarakda akıl telefon ara en ucuz say tasarım dikkat alın tabi ',pos
'oldukca güzel çok fonksiyon samsung yine isim konusturmuş kısa süre elim ulastı tavsiye ederim..mukemmel bir cihaz hepsi bura com en güven alıs ver site biri ',pos
'ürün mükemmel ipoheneden fark sadece hız dşğer özel aynı fiyat göre çok güzel tavsiye eder ama bu sadece ben fikri begenmeyende ol ama ben beğen ',pos
'ürün kullan çok güzel gerçek alan pişman olma ve rahat kullan bir ürün oyun oynama kabiliyetide ayrıca güzel iyi eğlence ',pos
'süper bir telefon eş al daha önce kardeş al gerçek güzel bir telefon kullan bir telefon hiç bir sorun yaşama ne eş nezt kardeş ',pos
'çok güzel ve kullanışlı,herkesin kullan bir telefon üstelik iki gün elim ulaş boş yer diğer akıl telefon bir sürü para ödema ',pos
'İstedigim her şey kullanabiliyorm skype, facebook, gmail vs oyun ona keza kullan rahat kargo geç gel ama ürün sıkıntı yok kesin şiddet tavsiye eder ',pos
'samsung galaxy ace çok iyi bir telefon al memnun ol fiyat görede iyi bir telefon performans görede iyi bir telefon ',pos
'telefon ala üç gün OLDU.TELEFONDA yok yok ne ara hepsi MEVCUT.HERKESE tavsiye EDERİM.HEPSİ BURADAYA teşekkür EDERİM.BU fiyat kaçırma FIRSAT.DAHA uygun fiyat başka bir yer bul alın ama BULAMAZSINIZ.ONUN için kaçırma fırsat ',pos
'daha önce dokunmatik telefon kullanma biri ol dokunmatik telefon çok uzak dur ama galaksi dokunmatiği cok iyi,tasarımı çok şık,çok rahat kullan çok hava bir telefon ve ayrıca bir çok kişi telefon Iphone ol san :) ',pos
'kesin çok güzel bir telefon yakın arkadaş kullan buluş el al telefon :D kısa zaman da al düşün fiyat da ben ne az ne çok ',pos
'son derece kullan bir ürün al gün beri çok memnun kal fark tür dosyala yükle oyun sev için harika oyun yükle ',pos
'telefon çok ara sor araştır karar zor ver ama değ doğru kız al çok sevin iyiki bu telefon al de işlemci çok hızlı ',pos
'telefon yaklaşık 1 hafta önce hepsiburadaran al eşime.Gerçekten harika.Arkadaşların abart gibi şarj çok çabuk bitmiyor.Ama çok fazla uygula tak bit ama ben bu tüm telefon için geçerli.Tasarımı ve kullan çok memnun gün elim geçti,hepsiburadaya teşekkür ',pos
'telefon android işle sistem tamamla ve telefon daha kullan hale getiriyor.telefon kullan ben için bu kadar zevk ve kullan olma ',pos
'bu telefon kaçma bent de var aynı çoook memnun ve herkes al tavsiye eder kaçırma bu fiyat çok uygun ben ',pos
'ürün elim çok kısa süre geçti,öncelikle bu için hepsiburada ya teşekkürler.dokunmatiği çok hassas,şarjıda ben 4 gün kadar gidiyor.bu fiyat bu özel kaçır ben ',pos
'içerik yok yok de seviye bi cihaz.bilgisayarı arama bi cihaz bence..ürün tamemen orjinal sürüm yük kullan hiç bi sorun yaratma sviyede ',pos
'ben böyle bir telefon görma Arkadaslar rr.Süper,Mukkemmel bir telefon ben al Digitürke Uyelıqım var lig Tv de lig mac HD kalite Mükkemmel göster adeta insan gibi her iş gör ben bu ürün herkes tavsiye eder herkes BuTelefonun tat bak iste hem fiyat uygun hem Mükkemmel bir araç herkes teşekkür eder Hepsiburada.comAlışveriş Yaptıqınız için ',pos
'güzel bir telefon al tavsiye eder Hergüzelin bir eksik ol bu tek eksik ben şarj az git onun dış herşeyi çok güzel yap ve tasarla ',pos
'ben bu ürün çok güzel alın tavsiye et çok kullan fiyatıda uygun bent aynı var çok güzel.birde android market diye bir yer var iste her şey para indir ',pos
'al telefon samsung galaxy ace i marka telfon istek herşeyi karşılıyor.hepsiburada.com satış işlem güvenilir ve hızlı.kısaca çok memnun kaldım.herkese öneriyorum.iyi alış ver ',pos
'ürün al beri hiç el düşma hız kamera ve en güzel allshare özel samsung tv ile mükemmel ol kullan tavsiye edderim ',pos
'makina harbi süper bişey bu fıyata düş kaçırma ilk çıktıgında al bozul yıne aynı al samsungun en begendıgım telefon tabi s3 ten sonra :) ',pos
'kız kullan bu teleffonu ama oda bent cok memnun daha bası bır sıkıntı cıkarmadaı cok sukur kameraı wıfı ozelleıgı falan ıyı sadecce telefon bıraz kas o kadar ',pos
'telefon gerçek güzel ve kullan akıl telefon al istiyenlerin okadar çok para ver gerek yok bu telefon her nevi işlem fazla yap teşekkür hepsiburada.com bu telefon uygun fiyatla biz sun için ',pos
'telefon siparis et 2 gun sonra elimdeydi.Hepsi bura ile guvenilir ve hizli bir alisveris yaptim.Telefon cok guzel,hafif,kullanisli,dokunmatik ekran algisi cok iyi,tavsiye eder ',pos
'merhaba herkeze günaydın telefon ilk al düşündügümde biraz tererttütlerim var ama gercekten bu telefon bütün düşünce orta kaldır çok zarif ve harika bi telefon ve en önem çok sürat bi şekil ben ulaş sipariş ver iki gün içinde cihaz kullanma başla görüntü kalite ses kalite süper internete gir wifi baglantısına dicek hiç bişsey yok çok hızlı video seyret haber oku müzik resim oyun indidirebiliyosunuz herşey düşün akıl telefon al iste tavsiye eder hem fiyat ol hem özel ol çok yer bi seçim ol ben için ilgi dolayı çok teşekür edierim kısa zaman cihaz ulaş için iyi çalışma ',pos
'alınabılecek en ıyı uun bnce 5 gun ol kullandqm harka brsey her ozllıqı var kamera o numara hız mukmml soylencek soz tok yan sarjıda ıyı bnce . ',pos
'önce hb ya gönderi hız dolayı teşekkür bu telefon arkadaş tavsiye üzeri aldım.gayet güzel ve kullanışlı,bende bu telefon al düşün tavsiye et ',pos
'merhaba daha önce alışveriş yap ama bu sefer ürün teslimat çok hızlı 24 saat olma elim ulaş sistem çalış ve kalite yönetim sistem ol müşteri memnuniyet artır teşekkür ',pos
'mükemmel görünüm bu fiyat başka yer yok araştırma site kalma hem ekonomik.hem ergonomik. zaten marka belli ihtiyaç cevap ver daha ne bekle ki ',pos
'telefon gerçek çok güzel çok iş yara biraz şarzda sorun yas ama onu bazı program hallet yedek batarya tasımak sart :D ',pos
'20 gün ol ala gun sonra ulaş elim gerçek harika bi telefon...ne iste var ıphondan cok az fark var...androıd işle sistem süper...hafızası biraz düşük...ekranı dokunmatiği mukemmel... hepsiburadaya tesekkur ederım... iyi al bu telefon ',pos
'ürün gayet kullan kısa süre içeri de gel tavsiye et dokunmatiği çok hassas ol için kullan zorlama fiyat da diğer yer göre çok uygun ',pos
'eğer gerçek bir telefon kullan iste bu telefon almalısınız..eskilerden kartulun:) google a kalite yazın karşı samsung galxy ace si çık o derece ',pos
'fiyat göre mükemmel bir ürün kesin tavsiye ederim.tedarik ve kargo süre biraz uzun ol ama beklema de doğru teşekkür hepsiburada ',pos
