@RELATION firma
@ATTRIBUTE text  String
@ATTRIBUTE firmaxox   {bimeks,istBilisim,mediaMarkt,teknosa,vatanBilgisayar,yok}
@Data
'internet sitesinde, belli notebook modellerini, normalde o modelin kapsadığınından daha farklı parçalara (örneğin 5400 rpm diske sahip bir dell modelini 7200 rpm şeklinde göstermek gibi) ve ucuz bir fiyata sahip gibi gösteren, mağazasına gittiğinizde bu ürünlerin hiçbirisinin ellerinden olmadığını söyleyip sizi farklı modellere yönlendiren akıllı bıdık firma. özellikle disk modellerinde, devam eden disk krizini de güzel güzel kullanarak bu işi yapmaktalar. kendilerinden daha önce alışveriş yapmış biri olarak güvenim sıfıra inmiş durumda.',yok
'elinde sony den daha fazla sony laptop çeşidi olan firma. sitelerinde yaklaşım 100-200 çeşit sony laptop var.',yok
'web sitesindeki ürünleri sadece  ucuzdan pahalıya  ve  pahalıdan ucuza  olarak sıralamak mümkün. başka şekilde sıralama seçeneği yok. hoş, o seçenek de doğru çalışmıyor. ucuzdan pahalıya sırala diyorum. ilk sayfayı doğru sıralıyor sonrakilerin fiyatı karışık dizilmiş. şaka gibi.',yok
'ilgisiz temsilcilere sahip, satış stratejisi baştan aşağıya yanlış olan firma.',yok
'e kitap okuyucu olarak amazon kindle dışında sony marka e kitap okuyucuları da satmaya başlamış linkler için http://www.istanbulbilisim.com.tr/…tlari,35728.html http://www.istanbulbilisim.com.tr/…tlari,35539.html (aynı ürünün kırmızı ve siyah renkteki modelleri)',yok
'yaptığım alışverişi benim istediğim takvime ve organizasyona tamamen uygun olarak planlanan zamanda yani aynı gün içerisinde evime teslim etmiş, montajını yapmış ve de saygımı kazanmış alışveriş firması.',yok
'yorumları okuyup 3 gün önce üye olduğum ve birkaç ürün aldığım e-ticaret sitesi. buradan alışverişi yaptım, süre açısından sıkıntı yok çünkü siparişi haftasonu verdim. ama değinmek istediğim konu kargo takip sistemleri.  kargo takip sayfası na girdiğinizde müşteri ya da fatura isminden arama yapabileceğimiz yazıyor. x ismiyle arama yaptığımda da  x  isminde kayıtlı kaç müşteri varsa alayını görüyorum, kargo takip numaralarıyla birlikte :) bu sistemin altyapısını düzenlemek çok zor olmasa gerek. eğlenceli olsa da müşteri memnuniyeti açısından kargo takip sayfası tekrar düzenlenmeli.',yok
'amazon da türkiye fiyatıyla 177 lira olan kindle touch ı 299 liraya satmaktadır. lan 10 tane falan mı ithal ettiniz, bu fiyat farkı ne böyle. söğüşleyin, söğüşleyin.',yok
'önceki gün ilk kez alışveriş yaptığım firma. aradığım ürün için stok sorunuz diyordu, 444 lü numaralarından aradım, oldukça yardımcı oldular. tahmin ettiğim gibi o ürün ellerinde yoktu, fakat alternatifim olan diğer modelin ellerinde olduğunu belirttiler. ödemeyi yaptığımda saat 5 e geliyordu. yaklaşık bir saat sonra da kargoya teslim edildiği bilgisi ulaştı. dün de sorunsuz bir şekilde ürünü teslim aldım. şu an için ilk denememin beklenmedik derecede hızlı ve sorunsuz sonuçlandığını söyleyebilirim. umarım bundan sonra da böyle devam eder.',yok
'gelmis gecmis en kötü firma. macbook pro mun sarjı nin ön kablosunu degistirmek icin 70$ + kdv istediler. avmlerde adaptoruyle beraber sıfırını 200 tl ye 2 yıl garantili almak varken. ayrıca telefonda benimle konusan yetkili müsteriyle nasil iletişim kurulur bilmiyor.',yok
'yaklaşık 10 a yakın ürün aldığım ve herhangi bir sıkıntı yaşamadığım firmadır...',yok
'hevesle aldığınız bir kurşun kalemi bile size zehir eden, kabus firma..',yok
'istanbulbilisim.com.tr adresinde yer alan ve bence piyasdaki en uygun fiyatlı ürünleri sunan bilgisayar tedarikçisi.',bimeks
'kullaniciya garantisiz ürünler sunan teknomarket.  aaa cok ucuz  lafi ordan gelmekte.',yok
'piyasadaki en uygun fiyatları vermesinin sebebi distribütör garantisi vermemesidir.satın almak istediğiniz ürünün müşteri hizmetlerini veya her hangi bir yetkili servisini ararsanız istanbul bilişim den aldığınız ürüne garanti vermediklerini söylerler. ayrıca forumlarda birazcık arama yapıldığında kendilerinden şikayetçi olan bir çok müşteriden haberdar olabilirsiniz. yine de  benim için garanti önemli değil , ucuz olsun  diyorsanız doğubank daki fiyatlar size daha cazip gelebilir. ayrıca internet sitesinde stokta olduğu söylenen bir üründen emin olmak için ararsanız size stokta olduğunu teyit edeceklerdir.parayı hesaplarına yatırdıktan sonra ürünün stokta olmadığını anlamanız fazla uzun sürmez.ondan sonrası  o ürün yok , size başka bir şey verelim  ,   şu kadar fark verirseniz üst modelini verelim  gibi bilindik laflarla geçen zaman kaybı.ama allah var 2 ay içerisinde paranızı iade ediyorlar.',istBilisim
'siparişimle ilgili gelişmelere dair hiçbir bilgiye ulaşamadığım bir siteye sahiptir. canlı destek uzun bekleyişten sonra üzgünüz moduna geçiyor, mesaj attım henüz dönmediler. teknoloji ürünleri satan bir şirketin böyle bir siteye sahip olması ironik.',yok
' yılbaşından önce stoklarımıza girecek  dedikleri ürün* için önce  ayın 5 inde stoklarımıza girecek , ayın 5 i olduğunda  11 inde kesin olarak girecek  diyen, şimdi de  ayın 16 sında girecek, o gün kargolayabiliriz  diyen firma. bu firmadan sakın ola önödemeli herhangi birşey almayın. adamlar tedarik edip size yollayana kadar bir üst modeli çıkıyor.',yok
'son 3 sene içinde 2 led tv (sony), 1 telefon (samsung), 1 laptop (sony) ve 1 elektrikli süpürge (dyson) aldığım -bana göre- güvenilir mağaza. laptopu garantisi dolmak üzereyken servise yolladım. gayet güzel ilgilendiler. hatta telefonla arayıp bunları bunları yaptık, eklemek istediğiniz başka bir şey var mı? diye bile sordular. şarj aletini 2 kere değiştirdiler. ben ilgilerinden memnun kaldım. açıkçası teknosadan aldığım pc 6. ayını doldurmadan garantiye gitmeye başladı. hiçbir çözüm üretmeye zahmet etmediler. ancak istanbul bilişim yüz yüze görüşme olmadığı halde gayet verimli bir şekilde ilgilendi.',istBilisim
'amazon kindle paperwhite almak için her gün bir heyecanla girip hevesimi kursağımda bırakan sitedir. yurtdışından getirme kanallarının hepsini düşünüp kargo+gümrük masrafıyla astarının yüzünden pahalıya gelmesi sebebiyle bu siteye yöneldim ama stok bilgisindeki nasıl bir geri sayımsa bir türlü 5ten aşağı düşmüyor. 12 gün sonra stoklarımızda, 11 gün sonra stoklarımızda, 10 gün sonra stoklarımızda vs diye diye 6dan 8 güne çıkmış yine. stokta olduğunu görsem zaten kargoyu beklemeden gidip mağazalarından alacağım ama bi türlü kargoya gelmiyo namıssız! telefondan pc den e kitap okumak için kıvranıyorum',yok
'buradan aldığım laptopun windows sunun kaçak çıktığı elektronik alet dükkanı.',yok
'paralel ithalat ile gelen ürünler sattığı için ucuz zannedilen site. hatta bazı ürünlerin hem paralel ithalatla, hem de türkiye yetkili distribütörü aracılığıyla getirilmiş versiyonlarını satıyor. örnek: http://i.imgur.com/b7ybjsa.jpg adında  dist  ibaresi geçen galaxy s3 ün fiyatı 170 lira yüksek. peki fark ne? dist yazılı olanı alırsanız, telefonun başına bir iş gelmesi durumunda samsung türkiye yetkili servislerinden garanti kapsamında hizmet alırsınız. diğerinde ise alamazsınız. aynı şey mesela şunun için de geçerli: samsung i8190 galaxy s3 mini mavi dist cep telefonu: 899tl http://www.istanbulbilisim.com.tr/…yalar,36838.html samsung i8190 galaxy s3 mini mavi cep telefonu: 839tl http://www.istanbulbilisim.com.tr/…yalar,36981.html',yok
'amazon kindle paperwhiteı en ucuz sahibinden ya da gittigidiyor satıcısından 20 lira ucuza*** 2 yıl garantiyle satıyorlardı. sipariş verdim, siparişle ilgili mailler geldi, sipariş alındı, satış sözleşmesi, ürün özellikleri diye, telefona mesaj atıldı ürün kargoya verildi, kargo takip numaranız şu diye. ve buradan sipariş verdiğim kindle 20 saat içinde falan istanbul dan çıkıp, izmir de elime geçti. hakkında kötü duyumlar almıştım ve de özellikle yurtiçi kargoyla çalışmaları tırstırmıştı beni ama ilk defa aldığım bi hizmetten bu kadar memnun kaldım.',yok
'şimdiye kadar 2 adet full hd lcd televizyon, 1 adet ipad ve 1 adet kindle aldığım, ne satın alma sırasında ne de sonrasında hiçbir sıkıntı yaşamadığım firma. her üründe elde ettiğim fiyat avantajı da cabası.',yok
'online fiyat arama motorlarina ucuz fiyatlar verip markasini one cikaran fakat dukkanlarina gidince fiyatlarinin internettekilerle alakasi olmadigini gordugum yer. bu tarz sark kurnazi firmalardan alisveris yapmayarak kaliteli sirketlerin onunun acilmasi gerektigini dusunuyorum.',yok
'stoklarına sokayım. sadece ürünlerin fotograflarını satan, sattığı ürünü stoklarına sokana kadar adamı alış veriş yaptığına yapacağına bin pişman eden lanet bir firma. 600 km ye kadar 24 saatte teslim diye sitenin her tarafına yazmışlar ancak iş öyle değil. 150 km uzaklığındayım ama yarın sipariş vereli 1 hafta olacak ve hala 3 gün sonra stoklarına gireceğini iddia ediyorlar. hayır en son ben giricem stoklarına her yer termin olacak. edit1: bugün ayın 28 i ve hala ürünüm gelmedi. nisan ın 2 sinde stoklarına girecekmiş. edit2: siparisi verdikten 15 gun gecmesine ragmen urun gelmedigi icin siparisi iptal ettim. ilginctir surekli yasadiklarindan olsa gerek cok normal karsiladilar.',yok
'tv telefon konusunu bilmem ama pc konusunda rezalet olan şirket. sitelerine milyon tane model koyarlar ama bu modellerin %90 ı türkiyeye gelmez. telefon edip sorarsanız,  o modelin trye gelme ihtimali çok düşük, size bu modeli verelim  teklifinde bulunurlar. klasik türk işi pazarlama. bide garanti ve teknik servis şartları da rezalet ötesidir ayrıca. pclerde artık hardware değiştirme elzem oldu. fakat bu arkadaşlar, illa biz değiştirirsek garanti kapsamında kalır gibi bir şart koyuyorlar. lenova, msi gibi markalardan aldığınız ürünlerde örneğin böyle bir şart yok. öküz gibi değiştirmediğiniz sürece çok problem olmuyor. ama bu arkadaşlar kendilerine göbekten bağlatmak için böyle bi şart koymuşlar. buradan pc alırsanız garanti kapsamı bu şekilde.',yok
'amazon kindle paperwhite almayı ciddi ciddi düşündüğüm sanal alışveriş sitesi. ancak yorumları okuyunca da ciddi ciddi buradan uzak durmak gerekir mi diye sorguladığım sitede olmuştur. sözlükçüler bir el atarsa, yorum yazarsa, yardım ederse sevinirim. türkiye de amazon kindle alacak başka yer var mı ya da her şeye rağmen bu siteden alayım mı veya veya zaten ürün kullanışlı değil falan denip boş mu vereyim?',yok
'2008 yılında mecidiyeköydeki showroom undan sony aw15 projeksiyon cihazı almıştım. fiyatını hatırlamıyorum ama piyasaya göre oldukça uygundu. kendilerine güvenmeyip projeksiyonu deneyerek almıştım. baya güler yüzlü bir hizmet görmüştüm. sanırım cihazla ilgili sonradan bir arıza yaşamadığım için kendileri ile sıkıntıya düşmeyip memnun kalmışım.',yok
'müşteri hizmetleri ve garantisi külliyen yalan olan şirket. 1 ay içinde kilitlenen ve çalışmayan kindle ımı gönderdiğimde  siz buna bir şey dökmüşsünüz ondan bozulmuş, biz bu durumda bir şey yapamayız, garanti kapsamı dışında  cevabını aldım. aynı kindle la ilgili sorunu amazon a bildirdiğimde hiçbir sorgu sual yapmadan, nasıl bozuldu bile demeden anında iki gün içinde yenisini gönderdiler aletin. dolayısıyla buradan bir şey alınmaz. garanti lafına hiç aldanmayın.',yok
'şu an web adresine erişilemeyen firma. downforeveryoneorjustme den de kontrol ettim pert olmuş.',yok
'hakkında yazılanları okumamla ufaktan tırsmama rağmen uygun fiyatları sebebiyle(el mahküm bütçe kısıtlı) risk budur deyip sipariş verdiğim sitedir. zaten hayatımda ilk defa internetten alışveriş yapıcam bi de bende oluşan bu önyargıyla siparişi verdikten sonra pişmanlıklardan pışmanlığa sürüklendim. ama bana mı denk geldi bilmiyorum son derece normal gerçekleşti sipariş süreci. satın aldığım ürün (nexus 7) söz verildiği gibi 24 saat içinde teslim edildi ve sipariş notunda talep ettiğim şekildeydi (ambalajlı şekilde teşhir ürünü olmayan). ha bir de garanti durumu var. asus tarafından resmi garantiyle türkiye genelinde satılmasına rağmen içinden başka bir ithalatçı firmanın garanti belgesi çıktı yani paralel ithalat ürünü. sanırım piyasa genelinde 700 tl ye satılan ürünü 640tl ye satmalarınin nedeni bu. zaten asus un servisinin rezilliğini biliyoruz. bu durum çok önemli midir açıklamak isteyen mesaj kutumu şenlendirsin.',yok
'siparişi istanbul bilişim den yaptıysanız, teslimatı da yurtiçi kargo yapıyorsa ortaya çok ilginç şeyler çıkacak, ortaya çıkanı pekmez niyetine yiyin bu size müstahak. istanbul bilişim: ib yurtiçi kargo: yk; ib yk ya siparişi teslim eder -> şişli den; yk kadıköy şubesine [4 günde] ulaşır -> yk adresi bulamaz -> bizzat gidilip bakılır;  kargo sistemde gözükmüyor  minvali bir cevabı alınır -> sipariş bağcılara gönderilmiştir [3 gün sonra] -> internetten bakılıp siparişin bağcılar yk şubesinde olduğu şaşkınlıkla öğrenilir -> yk bağcılar şubesi aranır ->  bizde yok şişli ye gönderdik helehele  cevabı alınır -> ib müşteri hizmetleri aranır -> ib müşteri hizmetleriyle 1 saat sonra görüşmeye başlanır -> müşteri hizmetlerindeki kadından ironikli komikli azarlar işitilip, adres iki kat detaylandırılır -> 1 gün sonra ib yk ya siparişi yeniden teslim eder ve bu döngü sonsuza devam eder. gökten üç elma düşer. biri istanbul bilişim a.ş den sipariş veren muhtereme, biri yurtiçi kargo ya, biri istanbul bilişim a.ş nin şahsına.',istBilisim
'eksideki sirket basliklarinin kullanim amaci genelde nefret kusmak oldugu icin bolca elestiri almis firma. sahsen 1 hafta icinde telefonumu tamir edildi, gayet memnunum.',yok
'geçen gün bu şirketten bir e-book reader aldım, cihazı verimli bulmadığım için iade ettim. nedeni şurada yazıyor, oldukça kişisel nedenleri var (bkz: #34022978) ürün elime ulaştıktan sonra yaklaşık iki saat sonra, satış sözleşmesine yazdıkları şu  cayma hakkı  kısmını okuduktan sonra, ürünü iade etmeye karar verdim. [cayma hakkı madde 8 - tüketici; mal satışına ilişkin mesafeli sözleşmelerde, teslim aldığı tarihten itibaren yedi gün içerisinde hiçbir hukuki ve cezai sorumluluk üstlenmeksizin ve hiçbir gerekçe göstermeksizin malı reddederek sözleşmeden cayma hakkına sahiptir. hizmet sunumuna ilişkin mesafeli sözleşmelerde ise, bu süre sözleşmenin imzalandığı tarihte başlar. sözleşmede, hizmetin ifasının 7 günlük süre dolmadan yapılması kararlaştırılmışsa, tüketici ifanın başlayacağı tarihe kadar cayma hakkını kullanabilir. cayma hakkının kullanımından kaynaklanan masraflar satıcı veya sağlayıcıya aittir. ] kısaca diyor ki sözleşme, 7 gün içinde müşteri hiçbir gerekçe göstermeksizin malı reddederek sözleşmeden cayma hakkına sahiptir. ben de öyle yaptım, aradım, sordum, cihazı verimli bulmadığım için iade etmek istiyorum dedim, telefondaki çalışan, hay hay dedi, verdiler bir kargo numarası ürünü iade ettim. hatta ne olur ne olmaz diye, ambalaj sorununu da söyledim, cihazı kullanmak için ambalajı yırtarak açmak zorunda kalıyoruz, en nihayetinde. çalışan bunun gayet normal olduğunu, sorunsuz alacaklarını ekledi. neyse, yaklaşık bir hafta geçtikten sonra telefonla aradılar ve cihazın ambalajı yırtıldığı ve usb kablosunu kurdele gibi tutan kağıdı açtığım için 40 lira kesintiyle iade alacaklarını söylediler. tabii ben, geri göndermelerini, tüketici haklarını koruma derneği ne gideceğimi, cayma hakkına koydukları şartlara göre hiçbir kesinti yapmadan almak zorunda olduklarını söyledim ilk başta. sonra, biraz düşününce kabul ettim, evet, 40 lira için, zaten oldukça yoğun olduğum bir dönemde tüketici haklarıyla uğraşmanın mantıksız olacağını, kesintiyi ödeyip, yaşananları ekşi de anlatmanın daha mantıklı olacağını ve bu şirkete daha çok zarar vereceğinde karar kıldım. internetten satış yapan pek çok kuruluştan alışveriş yapmışlığım ve iade etmişliğim var. ama hiçbiri ambalaj parası diye 40 lira kesmeye kalkmadı. bu nedenle telefonda çalışanına söylediğim şeyi tekrarlamak istiyorum. bunun adı ayak yapmaktır. baya baya, küçük bir mebla için koşturmayacağımızı tahmin ettiklerinden, 40 lirayı söğüşlemektir. lafın kısası, bu kuruluştan bir şey alırken iki defa düşünün. ambalaj parası diyerek 40 lira isteyenler, başka büyük meblalar söz konusu olduğunda daha büyük çakallıklar peşine düşebilirler.',yok
'bu siteden çok iyi fiyata 2 gün ön ödemeli bir apple macbook pro satın aldım. normalde 4500 tl den başlayan bir fiyatla satılan bu ürünü ben 3600 tl ye satın almıştım. ürünün fiyatını görünce dayanamadım ve 5 dakika içinde siparişi verdim. 2 gün içinde ürün ellerine geçecekmiş. sonra da bana göndereceklermiş. 2. günün sonunda istanbul bilişimden biri beni aradı ve benim alacağım ürünle alakalı sorun çıktığını söyledi. gelen ürün japon klavyeliymiş. bu nedenle gümrükten geçememiş ve geri gönderilmiş. bana 500 tl fark ödeyip aynı ürünü satın alabileceğimi söylediler. ya da para iadesi yapabiliriz dediler. bende o kadar para verebilecek olsam o fiyata alırdım zaten deyip paramın iadesini istedim. ne yazık ki bu sefer de taksitli satın aldığım için paranın geri iadesinin de taksitli olacağı bilgisine ulaştım. şimdi bu sorunları yaşadıktan sonra aklıma gelen şu soruları soruyorum. eğer cevap verebilirlerse, bilgilerim kendilerinde mevcut. bi zahmet cevap versinler. bende bu başlık altında tekrar paylaşayım kamuoyu ile. - japon klavyeli ürün gümrükten geçse ne olacaktı? bilgisayarın klavyesini değiştirip bana mı kakalayacaktınız? - telefonda görüştüğümüz arkadaş bilgisayarın çalıntı bile olabileceğini söyledi. üstelik ürün nasıl oluyorda japon klavyeli gelebiliyor. ürünü satın aldığınız firma nasıl bir firma? - ürünün garantisi ne olacaktı? bilkom garantili mi yoksa kendi garantiniz de mi? - nasıl oluyorda bu ürünü amerika ile aynı fiyata satabiliyorsunuz? bu ürünün fiyatı neden bu kadar düştü?',istBilisim
'32 gb nexus 7 ilk olarak burada vardı. bende tabi sipariş verdim. fiyat da gayet iyiydi. parayı peşin verirseniz hemen 1 gün içinde gönderiyorlar. bende parayı gönderdim. ama içimde bir kuşku oluştu. ulan bunlar parayı peşin aldı ürünü kullanılmış falan göndermesinler? sonra yurtiçi kargo ile geldi. maalesef hoparlör çalışmıyordu. kargo onlara onlar da kargoya suç attı. çağrı merkezinde ise iş çözen eleman maalesef çok az.',yok
'dün saat 13:00 te sipariş verdiğim monitörü akşam 19:00 da yurtiçi kargo ya teslim eden şirket. sorunsuz.',yok
'ramazan bayramından 2 gün önce samsung wb250f kamerayı piyasadaki tüm teknoloji marketlerinden çok daha iyi fiyata aldığım alışveriş sitesi. hatta dün forum bornova daki bimeks ve samsung mağazalarına da sorduğumda kazık fiyatlara şaştım. 899 tl den indirim yapıp 799 tl ye satıyordu ikiside. oysa ben istanbulbilişim den (kdv dahil) 489 tl ye aldım. hatta ben aldıktan 2 gün sonra da 469 tl ye düşünce 20 tl lik fark için  tüh  demiştim. teknolojik bir cihaz almadan evvel kesinlikle uğranması ve fiyatlarının kontrol edilmesi gereken bir site. ilk defa alışveriş yaptım ve kargolamada sorun görmedim. siparişin ertesi günü teslim aldım ürünü.',bimeks
'özellikle siyahını aradığım blender setinin sitelerinde siyah renk seçeneği olduğunu görüp de teyit amaçlı aradığım,  zaten elimizde siyah renk var sadece  yanıtını alınca sipariş verdiğim ancak yine de güvenemeyip sipariş notuna  mutlaka siyah renklisini istiyorum, başka renk gönderilecekse önce benimle irtibata geçilmesini rica ederim  notunu düştüğüm halde, bana yine beyaz renkli blender seti göndermeyi uygun görmüş firma. esas sinir bozucu olan, beyaz renklisini daha uygun fiyata buldum ancak siyah tercih ettiğim için almadım. daha fazla para veriyim ama siyahı olsun dedim buradan aldım. zaten ürün gelirken 6 tl kargo ücreti ödedim. daha sonra telefon edip hatalarını bildirdiğimde ürünü yollayın siyahını gönderelim dediler. ancak ürünü onlara yollarken kargoyu onlar ödese de, siyahını bana yönlendirdiklerinde ben 6 tl daha kargo ücreti ödemek durumunda kalacakmışım. ufacık şeye 12tl kargo vermek zorunda kalıcam durduk yere. ya da ürünü iade edip kargo ücretinin girmiş olmasını unutmaya çalışıcam. hayır sen ürün açıklamasında siyah demişsin, telefonda zaten elimizde tek siyah var dedin, notta kocaman yazmışım ille de siyah diye. kafa bulur gibi beyaz yollamanın anlamı ne!',yok
'nispeten ucuz bir ürünle hizmet anlayışlarını bizzat görmek istedim ve yazılan onca musibet yorumun haklı olduğunu gördüm. sitede aynı gün kargo olarak belirtilen ürün, siparişin üzerinden iki gün geçmesine rağmen ellerinde olmayan sebeplerden ötürü daha kendilerinde bile tedarik edilmiş değil. aklı olan bulaşmasın.',yok
'türkiye distribütörü saat ve saat firması olan fossil marka kol saati sipariş verdim buradan. distribütör firmada 415 tl olan ürünü 115 tl daha ucuza, 300 tl ye satıyorlardı. ürün geldiğinde metal kutusu darbe almış ve göçmüş durumdaydı fakat üründe bir sıkıntı yoktu. buradan anlaşılıyor ki distribütör firmanın 415 tl ye sattığı ürünü kutu hasarlı diye 300 tl ye satmışlar. neyse üründe sorun yok, ama nasıl çok daha ucuza satmış olduklarını anlamış oldum. buradan ürün alırken dikkat etmek gerek. mesaj üzerine gelen edit: bu arada ürün pararlel ithalat değil, türkiye distribütörü garantili.',yok
'öncelikle şunu söyleyeyim; aman burdan hiçbir şey alınmaz bütün ürünleri sorunlu falan filan diyen tiplere itibar etmeyin. çalışanlarında ve stoklarında problem olduğu doğru ama bu berbat bir şirket olduğunu göstermez. pazar günü sitesinden lg g2 siparişi verdim. şirket ile ilgili yazılanları okuyunca baya bir kaygılandım açıkçası. içimden dedim eyvah kesin bir yeri sorunlu çıkacak al başına belayı. ama ürün pazartesi kargoya verildi salı günüyse elime ulaştı. açtım baktım telefon taş gibi ve lg garantili. garanti belgesi çıkmadı kutudan ama bir telefon açtım ve belgeyi eve yollayacaklarını söylediler. gayet memnun kaldım. ürünleri de piyasaya göre ucuz ayrıca zaten bu yüzden tercih ettim. gönül rahatlığıyla güvenebilirsiniz demiyorum ama paranız kısıtlıysa burdan alışveriş yapmaya değer.',yok
'kendilerinden laptop almadığım züccaciyeci.',yok
'note 2 imi oradan aldım askerdeyken hakkari dağlarında, ekranını kırdım son gününde kaskosu ile tamir oldu geldi hala sıkıntı, sorun yok. bir sonraki alışverişim de note 3 olacak gibi görünüyor. tavsiye ederim. havale indirimi ile gözüme girmektedir, hepsiburada havale ödemelerindeki indirimleri azaltınca buradan alışveriş yapma niyetindeyim. elbette sorun yaşayan insanların tövbe edercesine haykırması normaldir, ben de büyük bir sıkıntı yaşasam niye kötülemeyeyim ama dozajını uçurmak da saçmalık kanımca.',yok
'müşteri hizmetleri kalitelidir. erdi isimli elemanı isteyin, işiniz olacaktır.',yok
'pek bulaşılmaması gereken firma. alacağınız herneyse iki kuruş daha fazla verin efendi gibi gidin mağazadan gözünüzle görün alın.',yok
'- airport alışveriş merkezi ndeki mağazalarına bayramdan önce gidilir, - iphone 5 alınır, - telefonda yapılan ilk görüşmelerde ses kalitesinde ciddi bozukluk hissedilir ama  hatlardandır  diye önemsenmez, - bayramın 1. günü devlet babadan  telefonunuz 20 ekim de kapanacaktır  diye sms gelir, - müşteri hizmetleri aranır, telefona amatör bir tip çıkar, yanıt olarak  olur mu öyle şey, kapanmaz, sıkma canını  tarzı bir yanır alınır, - sesteki problem düzelmediği gibi telefon 22 ekim de kapanır, - telefonu satan arkadaş aranır, yanıt  telefonunuz bir ara açılır, sesle ilgili de teknik servisin telefonunuzu açıp bakması lazım!  yani şimdi iş mi bu? eyvallah aynı malı piyasanın altında veriyorsun ama bu ne osuruktan bir hizmettir? dünya para sayıp alınan telefon bozuk olduğu gibi bir de kaçak muamelesi görüp kapandı. bu sorunu adam gibi çözmezlerse bir daha kendileriyle işimin olmayacağı firmadır artık. netice: iade aldılar.',yok
' ticket sistemine geçtik şöyle verimli böyle harika  deyip duruyorlar zaten yıllardır da, soruları cevaplamayacaktınız madem ne gereği vardı ki buna geçmenizin? lan model sorduk altı üstü, x ya da y diyeceksiniz. hiç bilmiyorsanız da kutuya bakıp söyleyin. neyse bakalım bekliyoruz 3 gündür. edit: tam 10 gün sonra konuyla ilgili en kısa sürede tarafıma dönüş yapılacağını bildiren bir cevap verip ticket ı kapatmışlar. bravo!',yok
'sözlük kullanıcılarının deneyimlerini okuduktan sonra önünden geçmeyeceğim alışveriş mekanı. sorun yaşayan kullanıcılar sorunları karşısında siteyi bir daha tercih etmemenin yanında haklarını da arasalar daha fazla kişinin canı yanmaz değil mi ama',yok
'geçen gün notebook ile netbook arasında bir alet aldığım firma, ödemeyi yaptıktan çat yarım saat sonra kargoya verdik mesajı geldi, ertesi günde elime ulaştı, sorun yaşamadım, bu arada tabi nasıl bir website tasarımı kullanıyolarsa artık, sipariş durumuna bakarken çat hayda slr foto makinaları sayfasına geldim, psikolojik satış olaylarını komple çözmüş olacaklar ki, bi baktım neden bi nikon almıyoruma döndü iş, en son d5200 kitte karar verdim, fakat tırsıyorum abi, bu adamlar 1800 liraya 1855 kit, tripod,çanta, hafıza kartı verirken, millet sadece aynı kiti 2400, 2500 tl ye satıyor, satın alıp göte girmeside var diye beklemedeyim, varsa fikir sahibi arkadaşlar yeşillendirsin beni, saygılar.',yok
'firma ile aramda gerçekleşen sıcak bir olayla giriş yapayım; firmayla ilgili yapılan yorumları okuduktan sonra biraz tırsma olsa da mecbur 2013 versiyon nexus 7 nin türkiye girmesine daha çok olduğundan bir de amerika fiyatından 150 tl kaar fark vardı -100tl sini enpara.com veriyor kaldı mı 50tl-...e bari kendilerince garanti veriyorlar 7gün iade garantisi marantisi de var dedim, verdim siparişi. ödemeyi yaptığımdan 1 saat sonraya kadar verdiler kargoya (saat 19.00 suları), kargoyla da eve 12.00 da ulaşmış. annem almış paketi, aradı geldi diye. ben de uça uça eve gittim, eve varınca farkettim bildiğin adamlar 2012 versiyonunu yollamışlar. hani  yoh bu iphone 5 ben iphone 5s istemiştim böhüüüü  diye bir tepki vermedim ama malum nedenler -18 geçtikten sonra nexuslara yazılım desteği kesiliyor, donanımsal olarak eski bir cihaz, görüntüsü ve malzemesi falan filan- bir de afedersin ama nexus 7 2013 için para ödemişken kendisinden çok daha ucuz bir ürün var elinde. faturaya bakıyorum nexus 7 2013 elimdeki cihaz eski nexus...neyse dur arayayım dedim, telefonda konuşurken  emin misiniz, böyle bir şey ol...  cümlenin nası biteceğini kestirdiğim gibi başladım yardıymaya, hani parayı veren benim, aldığım ürünü de biliyorum... cümlenin sonunda kısık sesle  tamam, siz onu avm adresimize yollayın biz halledelim dedi... haldır haldır gittim yurtiçi kargoya verdim hemen... hala sinirliyken bir postada e-mail yoluyla sinir attım, 1-2 dakika geçmedi telefon çaldı, avm satış müdürü arıyor, gayet anlayışlı bir şekilde stokta son kalanı benden önceki kişinin sipariş verdiğini o yüzden de ben alırken stokta göründüğünü falan söyledi -ben de bu arada istanbul bilişim in insanları stok muhabbetiyle nasıl kandırdığını aklıma getirdim- derken  çok özür dileriz, şayet bekleyebilirseniz salı günü yenisini yollayalım, normalde... falan filan gönlümü aldı. ben de yumuşadım o arada... bakalım salıya kadar bekleyeceğim ama verdi bir kere güvensizlik, ben ürünü farketmeyip kullansaydım yada ürüne bir şey olsaydı? neyse artık salı günü gireceğim editlerde görüşmek üzere... beklenen edit: hala ellerine geçmediği gibi 1-1.5 gün daha beklemem gerektiğini söyleyen  on numara  firma. beklenmeyen edit: pazartesi gelmiş ama 3 gündür gümrük işlemleri sürmekteymiş. vay anasını. yakınlardan edit: cihaz geldi, 8 gün gecikmeyle. çok arayıp e-mail yolladım, zorla yollattım.tavsiye? aynı ürün mediamarkt ta falan varsa fiyat farkına falan bakmayın, alın mediamarkt tan. hizmet ne kadar farkedebilir diye sormayın bile...',istBilisim
